Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Revenue,Month,Year
319,2023-10-05 00:00:00,CUST319,Male,31,Clothing,1,500,500,500,10,2023
320,2023-02-01 00:00:00,CUST320,Female,28,Electronics,4,300,1200,4800,2,2023
321,2023-06-10 00:00:00,CUST321,Female,26,Electronics,2,25,50,100,6,2023
322,2023-01-30 00:00:00,CUST322,Male,51,Electronics,1,500,500,500,1,2023
323,2023-01-26 00:00:00,CUST323,Female,29,Beauty,3,300,900,2700,1,2023
324,2023-10-27 00:00:00,CUST324,Female,52,Electronics,3,50,150,450,10,2023
325,2023-09-02 00:00:00,CUST325,Female,52,Electronics,2,25,50,100,9,2023
326,2023-09-15 00:00:00,CUST326,Female,18,Clothing,3,25,75,225,9,2023
327,2023-09-29 00:00:00,CUST327,Male,57,Electronics,3,50,150,450,9,2023
328,2023-03-22 00:00:00,CUST328,Male,39,Beauty,2,50,100,200,3,2023
329,2023-01-30 00:00:00,CUST329,Female,46,Electronics,4,25,100,400,1,2023
330,2023-09-18 00:00:00,CUST330,Female,25,Beauty,4,50,200,800,9,2023
331,2023-02-11 00:00:00,CUST331,Male,28,Electronics,3,30,90,270,2,2023
332,2023-04-06 00:00:00,CUST332,Male,58,Electronics,4,300,1200,4800,4,2023
333,2023-02-05 00:00:00,CUST333,Female,54,Electronics,4,300,1200,4800,2,2023
334,2023-11-01 00:00:00,CUST334,Male,31,Electronics,3,300,900,2700,11,2023
335,2023-02-04 00:00:00,CUST335,Female,47,Beauty,4,30,120,480,2,2023
336,2023-12-12 00:00:00,CUST336,Female,52,Beauty,3,50,150,450,12,2023
337,2023-05-01 00:00:00,CUST337,Male,38,Clothing,1,500,500,500,5,2023
338,2023-07-26 00:00:00,CUST338,Male,54,Beauty,2,50,100,200,7,2023
339,2023-03-03 00:00:00,CUST339,Female,22,Electronics,2,25,50,100,3,2023
340,2023-10-19 00:00:00,CUST340,Female,36,Clothing,4,300,1200,4800,10,2023
341,2023-05-07 00:00:00,CUST341,Male,31,Clothing,4,50,200,800,5,2023
342,2023-10-24 00:00:00,CUST342,Female,43,Clothing,4,500,2000,8000,10,2023
343,2023-11-01 00:00:00,CUST343,Male,21,Electronics,2,25,50,100,11,2023
344,2023-01-21 00:00:00,CUST344,Female,42,Beauty,1,30,30,30,1,2023
345,2023-11-14 00:00:00,CUST345,Male,62,Electronics,1,30,30,30,11,2023
346,2023-02-11 00:00:00,CUST346,Male,59,Clothing,2,500,1000,2000,2,2023
347,2023-08-03 00:00:00,CUST347,Male,42,Electronics,1,25,25,25,8,2023
348,2023-12-03 00:00:00,CUST348,Female,35,Electronics,2,300,600,1200,12,2023
349,2023-10-26 00:00:00,CUST349,Female,57,Beauty,1,50,50,50,10,2023
350,2023-10-17 00:00:00,CUST350,Male,25,Beauty,3,25,75,225,10,2023
351,2023-09-25 00:00:00,CUST351,Female,56,Clothing,3,30,90,270,9,2023
352,2023-06-11 00:00:00,CUST352,Male,57,Electronics,2,500,1000,2000,6,2023
353,2023-05-14 00:00:00,CUST353,Male,31,Electronics,1,500,500,500,5,2023
354,2023-04-15 00:00:00,CUST354,Female,49,Beauty,4,50,200,800,4,2023
355,2023-12-09 00:00:00,CUST355,Female,55,Electronics,1,500,500,500,12,2023
356,2023-06-10 00:00:00,CUST356,Male,50,Electronics,3,500,1500,4500,6,2023
357,2023-05-03 00:00:00,CUST357,Female,40,Electronics,3,25,75,225,5,2023
358,2023-05-16 00:00:00,CUST358,Female,32,Beauty,1,300,300,300,5,2023
359,2023-07-22 00:00:00,CUST359,Male,50,Clothing,1,50,50,50,7,2023
360,2023-03-09 00:00:00,CUST360,Male,42,Clothing,4,25,100,400,3,2023
361,2023-12-10 00:00:00,CUST361,Female,34,Electronics,4,300,1200,4800,12,2023
362,2023-11-27 00:00:00,CUST362,Male,50,Clothing,1,25,25,25,11,2023
363,2023-06-03 00:00:00,CUST363,Male,64,Beauty,1,25,25,25,6,2023
364,2023-08-23 00:00:00,CUST364,Female,19,Beauty,1,500,500,500,8,2023
365,2023-06-11 00:00:00,CUST365,Male,31,Clothing,1,300,300,300,6,2023
366,2023-02-07 00:00:00,CUST366,Male,57,Clothing,2,50,100,200,2,2023
367,2023-01-05 00:00:00,CUST367,Female,57,Electronics,1,50,50,50,1,2023
368,2023-08-23 00:00:00,CUST368,Female,56,Clothing,4,300,1200,4800,8,2023
369,2023-11-15 00:00:00,CUST369,Male,23,Electronics,3,500,1500,4500,11,2023
370,2023-10-16 00:00:00,CUST370,Male,23,Electronics,2,30,60,120,10,2023
371,2023-02-21 00:00:00,CUST371,Female,20,Beauty,1,25,25,25,2,2023
372,2023-02-07 00:00:00,CUST372,Female,24,Beauty,3,500,1500,4500,2,2023
373,2023-10-03 00:00:00,CUST373,Female,25,Beauty,2,300,600,1200,10,2023
374,2023-04-20 00:00:00,CUST374,Female,59,Beauty,3,25,75,225,4,2023
375,2023-09-17 00:00:00,CUST375,Male,32,Clothing,1,50,50,50,9,2023
376,2023-05-16 00:00:00,CUST376,Female,64,Beauty,1,30,30,30,5,2023
377,2023-03-09 00:00:00,CUST377,Female,46,Clothing,4,50,200,800,3,2023
378,2023-06-28 00:00:00,CUST378,Male,50,Beauty,1,300,300,300,6,2023
379,2023-02-05 00:00:00,CUST379,Female,47,Clothing,1,25,25,25,2,2023
380,2023-05-06 00:00:00,CUST380,Male,56,Electronics,2,300,600,1200,5,2023
381,2023-07-09 00:00:00,CUST381,Female,44,Clothing,4,25,100,400,7,2023
382,2023-05-26 00:00:00,CUST382,Female,53,Clothing,2,500,1000,2000,5,2023
383,2023-03-22 00:00:00,CUST383,Female,46,Beauty,3,30,90,270,3,2023
384,2023-08-13 00:00:00,CUST384,Male,55,Clothing,1,500,500,500,8,2023
385,2023-10-06 00:00:00,CUST385,Male,50,Electronics,3,500,1500,4500,10,2023
386,2023-12-27 00:00:00,CUST386,Female,54,Electronics,2,300,600,1200,12,2023
387,2023-06-04 00:00:00,CUST387,Male,44,Beauty,1,30,30,30,6,2023
388,2023-11-10 00:00:00,CUST388,Male,50,Electronics,1,25,25,25,11,2023
389,2023-12-01 00:00:00,CUST389,Male,21,Clothing,2,25,50,100,12,2023
390,2023-09-28 00:00:00,CUST390,Male,39,Electronics,2,50,100,200,9,2023
391,2023-01-05 00:00:00,CUST391,Male,19,Beauty,2,25,50,100,1,2023
392,2023-12-08 00:00:00,CUST392,Male,27,Clothing,2,300,600,1200,12,2023
393,2023-10-11 00:00:00,CUST393,Female,22,Beauty,2,500,1000,2000,10,2023
394,2023-06-03 00:00:00,CUST394,Female,27,Clothing,1,500,500,500,6,2023
395,2023-12-06 00:00:00,CUST395,Male,50,Electronics,2,500,1000,2000,12,2023
396,2023-02-23 00:00:00,CUST396,Female,55,Beauty,1,30,30,30,2,2023
397,2023-03-10 00:00:00,CUST397,Female,30,Beauty,1,25,25,25,3,2023
398,2023-05-16 00:00:00,CUST398,Female,48,Clothing,2,300,600,1200,5,2023
399,2023-03-01 00:00:00,CUST399,Female,64,Beauty,2,30,60,120,3,2023
400,2023-02-24 00:00:00,CUST400,Male,53,Clothing,4,50,200,800,2,2023
401,2023-10-11 00:00:00,CUST401,Female,62,Clothing,1,300,300,300,10,2023
402,2023-03-21 00:00:00,CUST402,Female,41,Clothing,2,300,600,1200,3,2023
403,2023-05-20 00:00:00,CUST403,Male,32,Clothing,2,300,600,1200,5,2023
404,2023-05-25 00:00:00,CUST404,Male,46,Electronics,2,500,1000,2000,5,2023
405,2023-11-06 00:00:00,CUST405,Female,25,Clothing,4,300,1200,4800,11,2023
406,2023-04-18 00:00:00,CUST406,Female,22,Beauty,4,25,100,400,4,2023
407,2023-06-25 00:00:00,CUST407,Female,46,Electronics,3,300,900,2700,6,2023
408,2023-04-15 00:00:00,CUST408,Female,64,Beauty,1,500,500,500,4,2023
409,2023-12-18 00:00:00,CUST409,Female,21,Electronics,3,300,900,2700,12,2023
410,2023-11-21 00:00:00,CUST410,Female,29,Clothing,2,50,100,200,11,2023
411,2023-05-16 00:00:00,CUST411,Male,62,Electronics,4,50,200,800,5,2023
412,2023-09-16 00:00:00,CUST412,Female,19,Electronics,4,500,2000,8000,9,2023
413,2023-09-08 00:00:00,CUST413,Female,44,Beauty,3,25,75,225,9,2023
414,2023-05-09 00:00:00,CUST414,Male,48,Beauty,4,25,100,400,5,2023
415,2023-01-27 00:00:00,CUST415,Male,53,Clothing,2,30,60,120,1,2023
416,2023-02-17 00:00:00,CUST416,Male,53,Electronics,4,500,2000,8000,2,2023
417,2023-11-21 00:00:00,CUST417,Male,43,Electronics,3,300,900,2700,11,2023
418,2023-08-05 00:00:00,CUST418,Female,60,Electronics,2,500,1000,2000,8,2023
419,2023-05-22 00:00:00,CUST419,Female,44,Clothing,3,30,90,270,5,2023
420,2023-01-23 00:00:00,CUST420,Female,22,Clothing,4,500,2000,8000,1,2023
421,2023-01-02 00:00:00,CUST421,Female,37,Clothing,3,500,1500,4500,1,2023
422,2023-06-20 00:00:00,CUST422,Female,28,Clothing,3,30,90,270,6,2023
423,2023-03-08 00:00:00,CUST423,Female,27,Clothing,1,25,25,25,3,2023
424,2023-11-23 00:00:00,CUST424,Male,57,Beauty,4,300,1200,4800,11,2023
425,2023-05-15 00:00:00,CUST425,Female,55,Electronics,4,30,120,480,5,2023
426,2023-03-24 00:00:00,CUST426,Male,23,Electronics,3,50,150,450,3,2023
427,2023-08-15 00:00:00,CUST427,Male,25,Electronics,1,25,25,25,8,2023
428,2023-10-10 00:00:00,CUST428,Female,40,Electronics,4,50,200,800,10,2023
429,2023-12-28 00:00:00,CUST429,Male,64,Electronics,2,25,50,100,12,2023
430,2023-08-07 00:00:00,CUST430,Female,43,Electronics,3,300,900,2700,8,2023
431,2023-10-15 00:00:00,CUST431,Male,63,Electronics,4,300,1200,4800,10,2023
432,2023-01-05 00:00:00,CUST432,Female,60,Electronics,2,500,1000,2000,1,2023
433,2023-02-27 00:00:00,CUST433,Male,29,Beauty,4,50,200,800,2,2023
434,2023-02-08 00:00:00,CUST434,Female,43,Electronics,2,25,50,100,2,2023
435,2023-12-20 00:00:00,CUST435,Female,30,Beauty,3,300,900,2700,12,2023
436,2023-03-18 00:00:00,CUST436,Female,57,Clothing,4,30,120,480,3,2023
437,2023-10-07 00:00:00,CUST437,Female,35,Electronics,4,300,1200,4800,10,2023
438,2023-01-19 00:00:00,CUST438,Female,42,Clothing,1,30,30,30,1,2023
439,2023-07-09 00:00:00,CUST439,Male,50,Clothing,3,25,75,225,7,2023
440,2023-10-26 00:00:00,CUST440,Male,64,Clothing,2,300,600,1200,10,2023
441,2023-10-10 00:00:00,CUST441,Male,57,Beauty,4,300,1200,4800,10,2023
442,2023-03-17 00:00:00,CUST442,Female,60,Clothing,4,25,100,400,3,2023
443,2023-08-09 00:00:00,CUST443,Male,29,Clothing,2,300,600,1200,8,2023
444,2023-03-07 00:00:00,CUST444,Female,61,Clothing,3,30,90,270,3,2023
445,2023-01-22 00:00:00,CUST445,Female,53,Electronics,1,300,300,300,1,2023
446,2023-06-07 00:00:00,CUST446,Male,21,Electronics,1,50,50,50,6,2023
447,2023-07-06 00:00:00,CUST447,Male,22,Beauty,4,500,2000,8000,7,2023
448,2023-01-21 00:00:00,CUST448,Female,54,Beauty,2,30,60,120,1,2023
449,2023-07-03 00:00:00,CUST449,Male,25,Electronics,4,50,200,800,7,2023
450,2023-04-18 00:00:00,CUST450,Female,59,Beauty,2,25,50,100,4,2023
451,2023-12-16 00:00:00,CUST451,Female,45,Electronics,1,30,30,30,12,2023
452,2023-05-08 00:00:00,CUST452,Female,48,Clothing,3,500,1500,4500,5,2023
453,2023-12-08 00:00:00,CUST453,Female,26,Clothing,2,500,1000,2000,12,2023
454,2023-02-22 00:00:00,CUST454,Female,46,Beauty,1,25,25,25,2,2023
455,2023-07-01 00:00:00,CUST455,Male,31,Electronics,4,25,100,400,7,2023
456,2023-10-14 00:00:00,CUST456,Male,57,Electronics,2,30,60,120,10,2023
457,2023-07-28 00:00:00,CUST457,Female,58,Beauty,3,300,900,2700,7,2023
458,2023-11-14 00:00:00,CUST458,Female,39,Electronics,4,25,100,400,11,2023
459,2023-03-21 00:00:00,CUST459,Male,28,Clothing,4,300,1200,4800,3,2023
460,2023-05-02 00:00:00,CUST460,Male,40,Beauty,1,50,50,50,5,2023
461,2023-03-25 00:00:00,CUST461,Female,18,Beauty,2,500,1000,2000,3,2023
462,2023-04-01 00:00:00,CUST462,Male,63,Electronics,4,300,1200,4800,4,2023
463,2023-07-31 00:00:00,CUST463,Female,54,Beauty,3,500,1500,4500,7,2023
464,2023-01-13 00:00:00,CUST464,Male,38,Electronics,2,300,600,1200,1,2023
465,2023-04-02 00:00:00,CUST465,Female,43,Electronics,3,50,150,450,4,2023
466,2023-06-20 00:00:00,CUST466,Male,63,Electronics,4,25,100,400,6,2023
467,2023-07-30 00:00:00,CUST467,Female,53,Electronics,3,50,150,450,7,2023
468,2023-12-09 00:00:00,CUST468,Male,40,Electronics,1,25,25,25,12,2023
469,2023-05-08 00:00:00,CUST469,Male,18,Beauty,3,25,75,225,5,2023
470,2023-05-17 00:00:00,CUST470,Female,57,Clothing,2,500,1000,2000,5,2023
471,2023-03-23 00:00:00,CUST471,Male,32,Clothing,3,50,150,450,3,2023
472,2023-12-26 00:00:00,CUST472,Female,38,Beauty,3,300,900,2700,12,2023
473,2023-02-25 00:00:00,CUST473,Male,64,Beauty,1,50,50,50,2,2023
474,2023-07-15 00:00:00,CUST474,Female,26,Clothing,3,500,1500,4500,7,2023
475,2023-01-20 00:00:00,CUST475,Male,26,Clothing,3,25,75,225,1,2023
476,2023-08-29 00:00:00,CUST476,Female,27,Clothing,4,500,2000,8000,8,2023
477,2023-04-24 00:00:00,CUST477,Male,43,Clothing,4,30,120,480,4,2023
478,2023-04-13 00:00:00,CUST478,Female,58,Clothing,2,30,60,120,4,2023
479,2023-08-24 00:00:00,CUST479,Male,52,Electronics,4,300,1200,4800,8,2023
480,2023-06-29 00:00:00,CUST480,Female,42,Beauty,4,500,2000,8000,6,2023
481,2023-06-06 00:00:00,CUST481,Female,43,Electronics,4,300,1200,4800,6,2023
482,2023-04-27 00:00:00,CUST482,Female,28,Clothing,4,300,1200,4800,4,2023
483,2023-04-25 00:00:00,CUST483,Male,55,Clothing,1,30,30,30,4,2023
484,2023-01-13 00:00:00,CUST484,Female,19,Clothing,4,300,1200,4800,1,2023
485,2023-12-04 00:00:00,CUST485,Male,24,Electronics,1,30,30,30,12,2023
486,2023-04-09 00:00:00,CUST486,Female,35,Electronics,1,25,25,25,4,2023
487,2023-07-24 00:00:00,CUST487,Male,44,Clothing,4,500,2000,8000,7,2023
488,2023-06-18 00:00:00,CUST488,Female,51,Electronics,3,300,900,2700,6,2023
489,2023-05-23 00:00:00,CUST489,Male,44,Electronics,1,30,30,30,5,2023
490,2023-02-05 00:00:00,CUST490,Male,34,Clothing,3,50,150,450,2,2023
491,2023-05-23 00:00:00,CUST491,Female,60,Electronics,3,300,900,2700,5,2023
492,2023-06-29 00:00:00,CUST492,Male,61,Beauty,4,25,100,400,6,2023
493,2023-11-25 00:00:00,CUST493,Male,41,Beauty,2,25,50,100,11,2023
494,2023-09-18 00:00:00,CUST494,Female,42,Beauty,4,50,200,800,9,2023
495,2023-07-24 00:00:00,CUST495,Male,24,Beauty,2,30,60,120,7,2023
496,2023-12-14 00:00:00,CUST496,Male,23,Clothing,2,300,600,1200,12,2023
497,2023-10-02 00:00:00,CUST497,Male,41,Clothing,4,30,120,480,10,2023
498,2023-06-19 00:00:00,CUST498,Female,50,Clothing,4,25,100,400,6,2023
499,2023-01-15 00:00:00,CUST499,Male,46,Beauty,2,30,60,120,1,2023
500,2023-03-01 00:00:00,CUST500,Female,60,Beauty,4,25,100,400,3,2023
501,2023-05-14 00:00:00,CUST501,Male,39,Electronics,2,30,60,120,5,2023
502,2023-04-02 00:00:00,CUST502,Male,43,Electronics,3,50,150,450,4,2023
503,2023-10-25 00:00:00,CUST503,Male,45,Beauty,4,500,2000,8000,10,2023
504,2023-05-16 00:00:00,CUST504,Female,38,Beauty,3,50,150,450,5,2023
505,2023-01-20 00:00:00,CUST505,Male,24,Beauty,1,50,50,50,1,2023
506,2023-02-25 00:00:00,CUST506,Male,34,Beauty,3,500,1500,4500,2,2023
507,2023-11-02 00:00:00,CUST507,Female,37,Electronics,3,500,1500,4500,11,2023
508,2023-08-11 00:00:00,CUST508,Male,58,Beauty,2,300,600,1200,8,2023
509,2023-06-26 00:00:00,CUST509,Female,37,Electronics,3,300,900,2700,6,2023
510,2023-06-10 00:00:00,CUST510,Female,39,Beauty,4,50,200,800,6,2023
511,2023-08-12 00:00:00,CUST511,Male,45,Beauty,2,50,100,200,8,2023
512,2023-11-07 00:00:00,CUST512,Female,57,Beauty,1,25,25,25,11,2023
513,2023-09-19 00:00:00,CUST513,Male,24,Electronics,4,25,100,400,9,2023
514,2023-03-01 00:00:00,CUST514,Female,18,Electronics,1,300,300,300,3,2023
515,2023-07-17 00:00:00,CUST515,Female,49,Clothing,3,300,900,2700,7,2023
516,2023-10-23 00:00:00,CUST516,Male,30,Beauty,4,25,100,400,10,2023
517,2023-04-08 00:00:00,CUST517,Female,47,Clothing,4,25,100,400,4,2023
518,2023-05-11 00:00:00,CUST518,Female,40,Clothing,1,30,30,30,5,2023
519,2023-01-23 00:00:00,CUST519,Female,36,Electronics,4,30,120,480,1,2023
520,2023-12-29 00:00:00,CUST520,Female,49,Electronics,4,25,100,400,12,2023
521,2023-08-12 00:00:00,CUST521,Female,47,Clothing,4,30,120,480,8,2023
522,2023-01-01 00:00:00,CUST522,Male,46,Beauty,3,500,1500,4500,1,2023
523,2023-09-24 00:00:00,CUST523,Female,62,Electronics,1,300,300,300,9,2023
524,2023-10-03 00:00:00,CUST524,Male,46,Beauty,4,300,1200,4800,10,2023
525,2023-12-18 00:00:00,CUST525,Female,47,Beauty,2,25,50,100,12,2023
526,2023-12-10 00:00:00,CUST526,Male,33,Clothing,2,50,100,200,12,2023
527,2023-04-11 00:00:00,CUST527,Male,57,Clothing,2,25,50,100,4,2023
528,2023-07-06 00:00:00,CUST528,Female,36,Clothing,2,30,60,120,7,2023
529,2023-08-09 00:00:00,CUST529,Female,35,Clothing,3,50,150,450,8,2023
530,2023-02-05 00:00:00,CUST530,Female,18,Electronics,4,30,120,480,2,2023
531,2023-12-07 00:00:00,CUST531,Male,31,Electronics,1,500,500,500,12,2023
532,2023-06-19 00:00:00,CUST532,Female,64,Clothing,4,30,120,480,6,2023
533,2023-11-16 00:00:00,CUST533,Male,19,Electronics,3,500,1500,4500,11,2023
534,2023-06-10 00:00:00,CUST534,Male,45,Clothing,2,500,1000,2000,6,2023
535,2023-12-06 00:00:00,CUST535,Male,47,Beauty,3,30,90,270,12,2023
536,2023-03-05 00:00:00,CUST536,Female,55,Beauty,4,30,120,480,3,2023
537,2023-06-03 00:00:00,CUST537,Female,21,Beauty,1,500,500,500,6,2023
538,2023-09-17 00:00:00,CUST538,Male,18,Clothing,3,50,150,450,9,2023
539,2023-06-08 00:00:00,CUST539,Male,25,Beauty,1,500,500,500,6,2023
540,2023-12-08 00:00:00,CUST540,Female,46,Electronics,3,300,900,2700,12,2023
541,2023-07-29 00:00:00,CUST541,Male,56,Beauty,1,500,500,500,7,2023
542,2023-06-17 00:00:00,CUST542,Female,20,Beauty,1,50,50,50,6,2023
543,2023-07-26 00:00:00,CUST543,Male,49,Beauty,2,300,600,1200,7,2023
544,2023-12-23 00:00:00,CUST544,Female,27,Electronics,1,25,25,25,12,2023
545,2023-06-01 00:00:00,CUST545,Male,27,Clothing,2,25,50,100,6,2023
546,2023-10-11 00:00:00,CUST546,Female,36,Electronics,4,50,200,800,10,2023
547,2023-03-07 00:00:00,CUST547,Male,63,Clothing,4,500,2000,8000,3,2023
548,2023-04-09 00:00:00,CUST548,Female,51,Clothing,2,30,60,120,4,2023
549,2023-08-04 00:00:00,CUST549,Female,50,Beauty,2,50,100,200,8,2023
550,2023-12-07 00:00:00,CUST550,Male,40,Clothing,3,300,900,2700,12,2023
551,2023-07-14 00:00:00,CUST551,Male,45,Electronics,3,300,900,2700,7,2023
552,2023-12-13 00:00:00,CUST552,Female,49,Electronics,3,25,75,225,12,2023
553,2023-03-31 00:00:00,CUST553,Male,24,Clothing,4,300,1200,4800,3,2023
554,2023-11-12 00:00:00,CUST554,Female,46,Beauty,3,50,150,450,11,2023
555,2023-10-19 00:00:00,CUST555,Male,25,Beauty,1,300,300,300,10,2023
556,2023-06-04 00:00:00,CUST556,Female,18,Electronics,1,50,50,50,6,2023
557,2023-07-27 00:00:00,CUST557,Female,20,Beauty,3,30,90,270,7,2023
558,2023-10-08 00:00:00,CUST558,Female,41,Clothing,1,25,25,25,10,2023
559,2023-01-01 00:00:00,CUST559,Female,40,Clothing,4,300,1200,4800,1,2023
560,2023-06-05 00:00:00,CUST560,Female,25,Electronics,1,50,50,50,6,2023
561,2023-05-27 00:00:00,CUST561,Female,64,Clothing,4,500,2000,8000,5,2023
562,2023-04-18 00:00:00,CUST562,Male,54,Electronics,2,25,50,100,4,2023
563,2023-08-09 00:00:00,CUST563,Male,20,Clothing,2,30,60,120,8,2023
564,2023-10-24 00:00:00,CUST564,Male,50,Electronics,2,50,100,200,10,2023
565,2023-11-07 00:00:00,CUST565,Female,45,Beauty,2,30,60,120,11,2023
566,2023-12-02 00:00:00,CUST566,Female,64,Clothing,1,30,30,30,12,2023
567,2023-06-14 00:00:00,CUST567,Female,25,Clothing,3,300,900,2700,6,2023
568,2023-08-27 00:00:00,CUST568,Female,51,Electronics,1,300,300,300,8,2023
569,2023-08-15 00:00:00,CUST569,Male,52,Electronics,4,50,200,800,8,2023
570,2023-08-15 00:00:00,CUST570,Male,49,Clothing,1,500,500,500,8,2023
571,2023-12-12 00:00:00,CUST571,Female,41,Electronics,1,50,50,50,12,2023
572,2023-04-20 00:00:00,CUST572,Male,31,Clothing,4,500,2000,8000,4,2023
573,2023-09-19 00:00:00,CUST573,Male,49,Beauty,2,30,60,120,9,2023
574,2023-08-31 00:00:00,CUST574,Female,63,Electronics,2,25,50,100,8,2023
575,2023-03-28 00:00:00,CUST575,Male,60,Clothing,2,50,100,200,3,2023
576,2023-12-04 00:00:00,CUST576,Female,33,Beauty,3,50,150,450,12,2023
577,2023-02-13 00:00:00,CUST577,Male,21,Beauty,4,500,2000,8000,2,2023
578,2023-05-26 00:00:00,CUST578,Female,54,Clothing,4,30,120,480,5,2023
579,2023-09-21 00:00:00,CUST579,Female,38,Electronics,1,30,30,30,9,2023
580,2023-12-06 00:00:00,CUST580,Female,31,Clothing,3,500,1500,4500,12,2023
581,2023-11-21 00:00:00,CUST581,Female,48,Beauty,2,30,60,120,11,2023
582,2023-11-14 00:00:00,CUST582,Male,35,Clothing,3,300,900,2700,11,2023
583,2023-06-21 00:00:00,CUST583,Female,24,Electronics,4,25,100,400,6,2023
584,2023-02-17 00:00:00,CUST584,Female,27,Beauty,4,50,200,800,2,2023
585,2023-05-01 00:00:00,CUST585,Female,24,Clothing,1,25,25,25,5,2023
586,2023-12-11 00:00:00,CUST586,Male,50,Electronics,1,50,50,50,12,2023
587,2023-06-08 00:00:00,CUST587,Female,40,Beauty,4,300,1200,4800,6,2023
588,2023-04-26 00:00:00,CUST588,Male,38,Electronics,2,30,60,120,4,2023
589,2023-04-12 00:00:00,CUST589,Female,36,Beauty,2,500,1000,2000,4,2023
590,2023-03-17 00:00:00,CUST590,Male,36,Clothing,3,300,900,2700,3,2023
591,2023-01-13 00:00:00,CUST591,Male,53,Electronics,4,25,100,400,1,2023
592,2023-01-24 00:00:00,CUST592,Female,46,Beauty,4,500,2000,8000,1,2023
593,2023-05-06 00:00:00,CUST593,Male,35,Electronics,2,30,60,120,5,2023
594,2023-09-01 00:00:00,CUST594,Female,19,Electronics,2,300,600,1200,9,2023
595,2023-11-09 00:00:00,CUST595,Female,18,Clothing,4,500,2000,8000,11,2023
596,2023-02-07 00:00:00,CUST596,Female,64,Electronics,1,300,300,300,2,2023
597,2023-08-22 00:00:00,CUST597,Male,22,Beauty,4,300,1200,4800,8,2023
598,2023-08-01 00:00:00,CUST598,Male,37,Beauty,4,30,120,480,8,2023
599,2023-11-19 00:00:00,CUST599,Female,28,Beauty,2,50,100,200,11,2023
600,2023-10-22 00:00:00,CUST600,Female,59,Beauty,2,500,1000,2000,10,2023
601,2023-04-10 00:00:00,CUST601,Male,19,Clothing,1,30,30,30,4,2023
602,2023-12-23 00:00:00,CUST602,Female,20,Electronics,1,300,300,300,12,2023
603,2023-07-16 00:00:00,CUST603,Female,40,Clothing,3,30,90,270,7,2023
604,2023-09-11 00:00:00,CUST604,Female,29,Electronics,4,50,200,800,9,2023
605,2023-07-24 00:00:00,CUST605,Male,37,Electronics,2,500,1000,2000,7,2023
606,2023-05-05 00:00:00,CUST606,Male,22,Electronics,1,50,50,50,5,2023
607,2023-03-17 00:00:00,CUST607,Male,54,Clothing,3,25,75,225,3,2023
608,2023-12-02 00:00:00,CUST608,Female,55,Electronics,3,500,1500,4500,12,2023
609,2023-12-19 00:00:00,CUST609,Female,47,Clothing,2,50,100,200,12,2023
610,2023-01-03 00:00:00,CUST610,Female,26,Beauty,2,300,600,1200,1,2023
611,2023-02-24 00:00:00,CUST611,Male,51,Beauty,3,500,1500,4500,2,2023
612,2023-08-06 00:00:00,CUST612,Female,61,Electronics,1,500,500,500,8,2023
613,2023-04-23 00:00:00,CUST613,Female,52,Clothing,3,30,90,270,4,2023
614,2023-04-01 00:00:00,CUST614,Female,39,Beauty,4,300,1200,4800,4,2023
615,2023-12-23 00:00:00,CUST615,Female,61,Clothing,4,25,100,400,12,2023
616,2023-09-23 00:00:00,CUST616,Male,41,Clothing,2,50,100,200,9,2023
617,2023-08-26 00:00:00,CUST617,Male,34,Electronics,1,30,30,30,8,2023
618,2023-01-26 00:00:00,CUST618,Female,27,Beauty,1,50,50,50,1,2023
619,2023-10-13 00:00:00,CUST619,Male,47,Electronics,4,25,100,400,10,2023
620,2023-05-08 00:00:00,CUST620,Male,63,Electronics,3,25,75,225,5,2023
621,2023-03-04 00:00:00,CUST621,Female,40,Beauty,2,500,1000,2000,3,2023
622,2023-08-22 00:00:00,CUST622,Female,49,Beauty,3,25,75,225,8,2023
623,2023-03-10 00:00:00,CUST623,Male,34,Clothing,3,50,150,450,3,2023
624,2023-08-26 00:00:00,CUST624,Female,34,Beauty,3,300,900,2700,8,2023
625,2023-12-08 00:00:00,CUST625,Male,31,Clothing,1,300,300,300,12,2023
626,2023-09-29 00:00:00,CUST626,Female,26,Clothing,4,500,2000,8000,9,2023
627,2023-10-14 00:00:00,CUST627,Male,57,Clothing,1,50,50,50,10,2023
628,2023-11-01 00:00:00,CUST628,Female,19,Beauty,4,50,200,800,11,2023
629,2023-06-12 00:00:00,CUST629,Male,62,Electronics,2,25,50,100,6,2023
630,2023-08-15 00:00:00,CUST630,Male,42,Clothing,2,50,100,200,8,2023
631,2023-11-10 00:00:00,CUST631,Male,56,Electronics,3,30,90,270,11,2023
632,2023-09-16 00:00:00,CUST632,Female,26,Electronics,4,25,100,400,9,2023
633,2023-08-07 00:00:00,CUST633,Male,39,Beauty,4,30,120,480,8,2023
634,2023-10-08 00:00:00,CUST634,Male,60,Electronics,4,500,2000,8000,10,2023
635,2023-08-17 00:00:00,CUST635,Female,63,Electronics,3,300,900,2700,8,2023
636,2023-03-23 00:00:00,CUST636,Female,21,Beauty,3,500,1500,4500,3,2023
637,2023-09-01 00:00:00,CUST637,Male,43,Clothing,2,300,600,1200,9,2023
638,2023-08-19 00:00:00,CUST638,Male,46,Electronics,1,500,500,500,8,2023
